temperature,humidity,wind_speed,solar_radiation,peak_hour_indicator,daily_units,monthly_units
5.74,28.82,0.51,681.21,16,10.42,312.46
-0.03,88.54,7.46,752.15,11,9.24,277.23
10.96,67.17,2.32,503.58,10,8.83,265.05
7.93,79.28,2.74,894.05,8,8.23,247.02
8.33,42.7,5.48,936.34,1,3.46,103.66
5.51,67.35,6.49,807.37,10,9.01,270.45
-3.11,61.6,9.35,635.59,18,11.96,358.93
-4.2,62.22,1.12,303.72,3,4.12,123.47
39.45,67.78,7.56,982.94,11,10.68,320.33
14.25,60.28,2.74,274.14,18,12.45,373.35
12.29,50.03,8.61,202.66,3,4.31,129.38
25.58,39.31,9.56,442.15,8,7.73,231.99
4.82,73.8,8.35,56.84,14,9.54,286.24
37.75,35.84,11.07,978.49,6,7.57,227.0
30.39,68.46,5.03,588.43,15,11.72,351.6
-0.98,36.33,11.48,556.95,14,9.32,279.57
13.79,63.77,6.49,655.8,7,6.92,207.47
34.56,72.3,7.26,497.02,10,10.08,302.42
37.51,35.31,9.72,32.06,15,10.93,328.04
16.03,24.2,0.28,612.31,10,8.02,240.72
22.6,29.17,9.81,716.17,22,14.36,430.94
2.52,62.42,9.28,416.75,17,12.01,360.43
39.6,79.46,4.65,757.3,19,15.4,461.98
5.43,23.15,1.29,227.0,17,10.23,306.76
37.42,71.39,1.36,221.28,12,10.68,320.27
24.23,43.89,13.85,161.42,15,10.69,320.83
22.35,53.5,10.34,371.99,12,10.3,309.04
18.07,85.02,1.91,847.01,9,9.03,270.93
5.38,43.24,5.35,827.91,5,5.17,154.96
2.94,52.57,8.89,382.82,4,4.69,140.72
4.92,20.96,12.53,589.12,12,8.21,246.22
3.39,25.71,0.65,720.82,16,10.32,309.51
30.08,38.1,3.55,241.21,9,8.28,248.51
10.76,21.95,13.35,168.14,3,4.02,120.46
-2.4,64.2,0.14,972.1,21,13.52,405.72
38.61,49.85,3.02,617.56,3,5.75,172.64
34.77,58.37,14.39,981.42,18,14.06,421.92
36.75,32.23,9.2,337.76,17,12.2,365.88
39.77,40.72,3.93,703.03,10,9.93,297.93
2.83,66.47,1.0,222.6,2,3.36,100.76
12.83,87.57,0.42,261.2,24,15.76,472.87
29.12,23.53,3.67,511.9,11,8.89,266.74
26.32,82.33,13.22,319.62,24,16.4,492.15
1.93,60.38,6.24,167.62,3,4.3,128.94
31.71,59.47,10.81,262.88,23,15.82,474.57
5.1,55.02,13.77,35.75,23,14.2,426.14
5.07,24.86,6.12,704.42,2,3.73,111.95
19.16,26.29,2.87,492.12,9,7.55,226.6
21.68,62.06,7.76,94.24,19,12.96,388.67
21.1,43.87,13.62,171.69,2,4.57,137.16
-0.88,84.21,12.07,102.53,19,12.77,383.22
34.49,48.46,0.99,612.59,2,4.86,145.87
6.95,30.03,10.39,94.21,15,9.82,294.6
0.83,70.03,8.58,754.28,24,15.01,450.34
34.99,40.53,13.61,20.51,21,14.18,425.27
38.0,56.78,1.84,249.38,3,5.9,177.03
33.8,68.85,8.01,890.67,5,8.06,241.92
31.43,83.02,13.19,718.53,11,11.23,336.87
24.49,75.45,6.15,72.97,24,15.56,466.82
19.79,67.35,7.23,821.13,7,7.79,233.8
-1.09,67.57,1.06,493.04,6,5.9,177.15
13.38,86.21,4.17,846.78,14,11.01,330.37
11.77,40.71,4.87,600.74,1,3.91,117.45
6.69,20.08,14.18,681.83,17,11.59,347.62
27.55,39.04,4.24,993.5,17,13.18,395.47
17.31,35.25,6.91,232.34,14,9.52,285.57
-1.35,66.33,10.07,623.95,10,7.9,237.05
4.91,64.36,2.43,460.32,8,7.39,221.79
25.75,61.54,7.3,39.45,8,7.95,238.41
-1.57,21.14,11.08,14.47,14,9.09,272.56
33.3,71.01,13.0,119.23,7,7.65,229.56
17.28,42.65,9.39,649.09,6,6.74,202.35
16.63,66.55,10.04,567.16,4,6.1,182.99
21.66,58.96,1.89,553.43,1,3.91,117.24
32.11,43.99,14.19,31.86,15,11.46,343.69
10.65,29.42,1.99,469.3,15,10.26,307.78
25.51,26.61,11.62,924.62,1,4.27,128.17
20.46,78.21,3.97,397.59,20,13.88,416.31
7.02,84.29,14.0,624.92,3,5.72,171.66
34.54,65.49,10.8,779.82,23,16.61,498.26
30.88,27.24,11.31,783.93,5,7.07,212.11
24.63,48.14,3.29,519.28,5,6.15,184.64
33.28,71.03,6.65,857.95,4,6.91,207.25
34.03,74.59,9.27,391.38,17,13.85,415.42
26.88,28.28,11.55,888.69,21,15.06,451.67
32.67,20.0,1.56,240.23,20,12.85,385.48
26.39,69.85,14.44,280.22,14,11.7,351.01
25.61,44.96,13.35,53.12,8,7.24,217.31
22.84,37.81,4.06,795.58,2,4.34,130.29
28.87,20.9,12.34,417.06,8,7.42,222.68
2.14,57.82,7.77,229.12,1,2.99,89.85
34.64,79.58,6.93,231.79,4,7.08,212.47
34.23,87.03,4.72,901.4,19,15.21,456.18
-3.68,59.6,8.71,833.92,5,6.08,182.54
32.16,56.01,10.95,553.53,5,7.32,219.65
0.8,25.95,6.16,616.11,21,12.78,383.35
10.08,58.42,9.44,474.33,20,13.63,408.87
28.46,46.6,10.49,391.67,24,16.56,496.82
2.23,62.5,10.67,915.48,19,13.31,399.22
31.81,47.21,0.78,125.61,12,9.95,298.36
32.45,36.82,12.9,418.45,20,14.6,438.07
17.84,26.65,6.87,344.56,1,3.09,92.68
-4.71,42.04,3.94,498.15,7,5.93,177.79
7.92,26.77,3.63,457.63,17,11.35,340.45
22.76,32.38,7.25,518.89,2,4.98,149.29
39.15,89.11,13.3,139.92,11,10.49,314.7
23.43,51.09,5.68,513.14,7,7.38,221.42
6.69,57.23,11.25,242.42,17,11.74,352.19
23.53,81.15,1.45,184.33,3,5.27,158.25
19.3,89.69,7.14,64.83,22,15.14,454.15
30.09,60.79,14.88,762.65,6,7.69,230.61
-0.19,76.87,11.56,427.44,22,14.14,424.07
29.25,42.89,3.16,626.64,11,9.48,284.49
19.36,41.4,7.52,727.59,18,12.78,383.35
38.33,48.19,3.5,679.32,18,13.61,408.43
10.38,67.08,6.14,470.5,22,14.51,435.26
23.47,67.75,11.7,387.9,10,9.07,271.98
36.94,42.07,11.57,375.96,5,6.57,197.11
-0.39,29.32,3.42,640.05,23,13.36,400.72
37.18,64.27,13.83,494.79,23,16.25,487.5
25.95,28.98,8.89,849.13,21,14.58,437.25
-1.95,60.49,5.7,874.7,24,15.44,463.33
8.54,68.54,7.53,170.56,22,13.86,415.91
26.87,69.04,9.08,136.23,15,11.24,337.24
-1.97,72.74,8.4,630.4,21,13.99,419.64
21.2,81.1,7.3,301.23,20,14.01,420.21
10.56,55.0,7.57,18.57,23,14.83,444.76
22.94,71.12,2.65,888.64,4,6.75,202.55
-2.94,63.34,12.19,226.9,21,13.04,391.17
34.22,33.06,8.13,929.28,21,14.83,445.05
38.81,21.8,1.97,717.43,1,4.68,140.29
38.6,39.92,11.49,762.65,15,11.91,357.45
28.73,51.01,13.99,201.46,17,12.2,365.87
0.85,63.2,14.21,234.19,19,12.14,364.29
29.12,79.5,5.54,521.27,14,12.01,360.24
-3.89,33.74,2.03,172.1,19,11.23,336.81
-4.0,28.79,7.78,305.43,18,10.42,312.74
9.56,87.44,1.69,321.46,2,4.77,143.18
16.99,27.56,14.01,159.63,6,5.9,177.13
29.67,53.49,2.75,205.18,13,10.35,310.56
25.75,60.99,3.79,788.55,17,12.62,378.71
15.07,57.9,6.1,167.2,6,6.31,189.4
7.31,26.02,5.75,28.46,21,13.07,391.98
39.87,23.99,11.92,629.35,22,15.03,451.01
14.18,27.38,6.84,975.98,5,5.72,171.65
15.31,60.99,2.56,331.21,7,6.64,199.1
2.36,58.1,4.01,118.66,1,2.77,83.03
30.77,36.36,7.64,570.39,13,10.44,313.31
26.22,64.64,2.21,906.35,19,14.39,431.83
4.93,77.4,9.17,784.06,22,15.27,458.01
-1.29,22.91,8.49,622.52,1,2.47,74.19
25.62,54.87,10.72,315.06,13,10.56,316.74
24.45,68.25,14.07,541.88,11,10.19,305.65
7.3,37.66,13.68,91.24,7,6.14,184.25
37.79,41.54,14.19,678.95,20,14.76,442.77
1.8,62.95,3.67,725.1,3,4.38,131.29
14.46,82.86,1.97,965.03,1,4.89,146.77
37.46,76.69,4.53,260.4,8,8.7,261.14
13.89,60.82,13.43,18.46,17,12.13,363.83
23.73,71.12,14.58,545.61,13,11.36,340.67
12.89,45.54,12.89,706.79,14,10.28,308.48
7.34,64.87,1.65,790.41,5,5.59,167.78
39.28,52.63,14.21,193.74,24,17.04,511.35
13.42,33.3,6.35,261.75,22,13.82,414.74
35.23,69.12,0.14,512.59,23,16.52,495.56
5.35,58.95,6.64,330.6,24,14.53,436.03
4.59,45.1,0.69,860.51,6,6.04,181.18
-3.6,83.79,8.16,473.76,22,14.25,427.62
24.33,21.47,5.08,799.58,6,6.96,208.75
11.58,42.1,7.1,580.62,21,13.31,399.38
33.9,23.98,9.2,773.09,8,7.96,238.92
16.29,73.66,13.03,332.67,13,10.42,312.54
38.57,69.15,9.93,831.42,18,14.81,444.19
3.35,43.19,6.51,274.57,23,14.44,433.2
34.09,67.3,12.29,546.1,4,7.46,223.74
29.95,47.72,13.58,214.01,17,13.03,390.97
29.69,72.94,1.8,475.53,5,6.48,194.36
33.02,51.79,7.98,318.18,3,5.29,158.76
29.25,48.86,4.27,266.7,4,5.48,164.46
23.18,85.43,0.71,966.99,23,16.2,486.14
0.91,37.56,10.03,160.07,5,5.09,152.62
-3.54,28.43,12.94,787.33,14,9.96,298.8
36.44,60.92,2.44,984.16,15,12.28,368.54
22.75,87.85,12.19,19.9,20,14.4,431.99
30.84,46.45,12.8,699.03,17,13.47,404.15
16.67,24.34,13.72,252.91,6,5.95,178.45
0.28,43.75,3.98,40.49,10,6.65,199.57
0.63,55.42,13.56,402.89,22,13.91,417.22
25.85,31.33,4.81,935.22,23,15.37,461.24
14.36,66.07,8.29,11.77,16,11.38,341.33
4.02,89.84,0.76,587.89,17,12.05,361.42
17.12,51.62,0.66,501.4,14,9.93,297.81
-2.11,44.83,10.81,873.38,20,13.48,404.48
21.19,48.05,6.67,84.0,12,9.35,280.44
7.1,28.06,3.84,681.53,9,7.19,215.61
30.89,81.83,2.86,680.11,15,12.9,387.05
8.97,49.04,10.05,669.08,12,9.06,271.66
15.48,47.11,0.01,942.33,14,10.35,310.45
-4.48,66.18,12.09,823.09,22,14.59,437.8
-1.74,50.94,1.19,41.97,18,10.77,323.11
12.66,65.38,2.87,471.08,20,13.8,413.91
16.6,24.3,5.79,397.95,6,5.66,169.78
22.0,76.96,7.27,310.15,4,5.7,171.02
8.12,85.84,5.32,451.34,23,15.25,457.53
26.27,65.41,4.81,384.19,12,9.85,295.42
33.71,86.82,14.46,432.33,13,12.05,361.37
30.09,30.6,9.62,979.26,19,14.03,420.78
-3.22,53.42,0.35,88.63,22,13.43,402.91
16.62,62.13,6.45,922.23,13,10.97,329.17
-0.28,60.72,13.13,480.24,12,8.76,262.66
5.89,48.1,4.52,623.74,20,13.32,399.49
39.4,43.67,1.42,830.18,3,6.36,190.73
1.41,28.88,11.38,360.46,3,4.02,120.57
17.45,47.42,9.09,430.42,14,10.86,325.69
22.82,31.39,8.55,409.52,18,12.51,375.26
26.61,71.41,0.8,374.73,19,13.62,408.71
20.18,34.62,2.11,925.53,10,8.83,264.81
-4.56,24.1,9.34,828.93,17,10.66,319.83
9.69,58.67,3.12,109.0,15,10.04,301.29
18.3,61.67,7.56,108.12,19,13.1,392.99
-1.05,81.03,8.17,427.87,9,7.48,224.26
10.78,60.39,4.25,98.66,4,4.55,136.59
-3.51,44.18,14.23,619.09,15,9.75,292.64
-1.46,76.21,12.64,143.69,19,12.58,377.46
12.86,57.82,10.84,522.37,16,11.51,345.27
0.97,25.55,1.17,7.22,8,5.85,175.63
20.54,59.61,1.59,316.6,17,11.96,358.76
26.03,83.56,7.39,677.19,21,15.36,460.72
31.03,47.74,2.41,484.04,1,4.47,134.09
4.01,40.74,14.67,978.27,7,7.08,212.53
2.54,30.04,2.38,874.1,21,13.03,390.88
-0.29,30.6,7.31,359.07,18,11.64,349.19
23.64,50.29,5.46,45.49,12,9.83,295.0
26.79,61.7,9.59,845.63,16,13.05,391.65
-3.58,25.64,1.94,911.23,1,3.22,96.71
37.13,85.77,6.45,820.63,15,13.04,391.06
-2.66,72.86,4.12,127.95,7,6.11,183.36
19.36,61.06,13.32,997.92,17,13.33,399.86
26.91,77.99,0.61,258.58,3,5.88,176.35
34.19,25.61,13.71,724.2,11,10.25,307.44
27.13,53.38,12.49,908.03,6,7.92,237.7
31.08,64.11,4.46,235.69,6,7.7,231.1
10.28,78.01,11.84,908.26,15,11.69,350.57
31.67,74.84,0.47,309.48,7,8.24,247.1
-1.39,39.39,14.5,976.41,11,8.83,264.82
35.27,85.86,7.9,281.26,17,13.69,410.71
19.64,28.7,4.55,953.44,23,14.97,449.16
31.78,81.26,5.44,53.54,18,13.72,411.49
15.35,87.97,1.0,709.27,22,15.67,470.0
23.96,32.4,14.84,532.11,24,15.54,466.26
18.69,70.54,0.59,477.88,21,14.47,433.99
27.92,22.82,9.82,223.49,19,12.76,382.88
-1.33,48.38,6.64,705.6,8,7.3,218.87
-2.28,56.14,14.23,190.81,24,14.61,438.16
6.12,60.65,3.69,552.84,20,12.91,387.32
2.18,85.52,7.98,253.25,8,7.19,215.81
34.23,67.06,7.24,955.62,21,15.88,476.38
4.86,53.69,10.54,28.63,11,7.74,232.14
38.91,76.68,1.02,199.73,21,15.31,459.4
10.16,86.54,2.91,242.31,3,5.5,164.99
3.2,21.54,3.22,414.07,23,13.95,418.55
30.54,88.78,11.07,232.73,14,11.43,343.05
24.64,26.03,2.84,491.35,9,8.32,249.68
17.42,77.01,8.6,872.47,1,5.24,157.21
19.99,39.62,3.23,712.06,1,3.76,112.9
27.36,29.25,12.92,579.96,12,9.43,283.0
5.28,50.79,14.13,89.0,11,7.96,238.92
39.84,65.08,7.78,693.99,21,16.06,481.76
38.87,46.67,5.28,166.41,1,4.22,126.7
24.26,23.82,3.51,786.37,20,13.31,399.43
3.98,61.96,0.75,250.06,12,8.97,269.04
25.61,83.17,4.03,417.05,17,13.07,392.04
-1.75,46.83,9.81,350.47,15,10.28,308.3
-3.62,35.14,8.0,858.81,2,3.87,116.01
6.6,50.98,14.16,126.54,18,11.45,343.54
15.82,23.39,5.94,565.64,16,11.4,341.85
34.07,77.43,10.41,142.06,4,6.43,193.01
27.72,77.84,7.34,704.8,8,8.92,267.64
28.42,61.16,7.69,905.08,2,5.92,177.73
14.15,44.72,4.02,434.61,14,9.83,294.76
10.57,75.98,6.82,488.09,15,11.72,351.51
11.7,58.83,7.06,927.42,9,8.39,251.66
39.44,77.82,10.6,520.99,2,5.93,177.75
-3.2,64.2,14.11,487.6,17,11.97,359.17
34.02,74.91,4.94,578.33,10,10.01,300.35
21.04,61.9,0.63,689.23,9,8.7,260.92
14.74,48.99,7.44,106.88,2,4.07,122.16
27.64,87.06,8.17,821.11,24,17.52,525.71
16.9,57.88,2.53,435.51,19,12.55,376.41
34.3,62.36,11.41,72.35,17,12.65,379.36
35.53,35.43,14.77,786.18,11,10.18,305.53
13.98,63.8,14.19,376.95,17,11.85,355.62
7.46,60.01,2.96,100.37,10,7.97,239.04
21.66,32.94,13.13,633.78,18,12.66,379.89
36.06,24.17,10.57,880.13,23,15.76,472.68
4.48,62.31,6.81,887.75,6,6.07,181.96
23.03,73.46,8.11,957.66,16,13.04,391.25
23.42,56.64,12.74,867.71,18,13.89,416.63
27.99,35.87,7.2,2.14,20,13.23,396.91
0.92,66.66,5.6,380.24,18,11.99,359.75
27.21,25.61,7.4,818.54,1,4.14,124.23
35.91,50.93,8.69,366.25,3,6.06,181.89
3.09,31.44,2.84,601.55,15,9.48,284.45
5.69,32.91,13.51,606.32,20,12.94,388.29
38.71,34.16,10.11,365.03,10,9.43,282.94
3.14,47.07,9.5,904.47,21,14.21,426.19
33.45,23.58,1.49,503.23,5,6.07,182.2
17.15,47.85,9.06,464.78,15,11.32,339.49
6.13,55.82,1.81,997.51,23,15.07,452.17
34.18,53.83,1.18,493.5,14,11.74,352.25
15.04,46.79,7.91,178.4,15,10.5,315.06
18.17,78.74,6.04,513.07,10,9.0,269.9
11.17,30.17,8.83,814.02,24,15.63,468.84
21.68,55.4,1.34,776.86,9,8.06,241.75
2.36,24.34,6.46,788.58,12,8.22,246.71
12.6,24.98,2.62,708.02,7,6.0,179.96
38.62,60.17,14.81,254.22,5,7.68,230.28
6.62,59.62,8.42,862.08,24,15.15,454.45
24.55,81.46,10.31,893.44,10,10.42,312.64
9.63,59.05,4.88,194.15,8,6.95,208.64
29.81,87.19,1.42,130.46,22,14.91,447.33
0.89,23.41,14.64,975.6,20,12.83,384.87
38.64,26.86,4.29,868.32,16,12.15,364.6
15.42,23.08,6.36,893.24,12,9.44,283.23
5.62,32.97,9.75,886.38,9,7.8,233.96
-1.69,57.89,0.37,541.69,10,7.61,228.4
2.64,65.19,12.15,646.4,16,10.99,329.62
18.39,23.19,8.05,545.36,10,8.33,249.79
10.17,86.22,4.17,51.21,9,8.25,247.53
32.3,78.95,0.92,745.5,3,6.69,200.63
14.39,40.76,2.44,505.33,19,12.94,388.3
6.19,25.4,13.43,647.71,11,8.07,242.06
22.77,31.89,10.29,502.64,6,6.98,209.3
26.8,28.89,3.75,491.81,6,6.34,190.33
2.52,28.63,0.98,171.79,15,8.91,267.39
2.54,56.3,10.36,278.71,15,10.69,320.58
-3.35,37.21,8.59,158.85,13,8.93,268.05
28.14,45.07,6.07,195.67,22,14.84,445.25
24.87,89.27,5.45,972.98,5,7.4,221.91
16.36,67.9,3.25,153.11,14,10.18,305.35
32.99,86.43,10.04,269.27,21,15.42,462.45
31.26,29.98,14.56,590.59,2,5.59,167.63
21.34,46.75,2.64,610.18,23,14.84,445.23
34.07,58.83,8.96,153.97,12,10.63,318.87
4.26,25.37,6.36,793.72,20,12.5,374.9
0.04,20.29,6.7,785.2,14,9.7,291.07
7.14,66.93,3.81,237.32,19,12.97,389.02
-2.43,64.93,12.38,288.67,24,14.76,442.93
18.9,48.76,7.28,937.99,20,13.94,418.25
37.15,54.28,8.15,825.67,15,12.82,384.46
-3.23,49.08,4.57,697.8,20,12.68,380.54
0.49,21.68,2.73,82.23,24,13.81,414.21
15.35,43.48,1.29,418.26,17,11.72,351.5
37.02,32.4,10.71,559.3,14,11.03,330.98
9.23,26.89,2.94,187.41,23,14.12,423.59
17.83,86.97,10.35,448.23,18,13.09,392.56
-3.13,61.96,5.86,601.03,22,14.29,428.75
1.68,71.01,6.24,327.38,24,14.77,443.07
39.4,42.08,7.04,780.94,5,7.54,226.12
38.43,47.52,5.52,840.45,22,15.66,469.87
-4.78,36.58,1.51,323.61,12,7.68,230.38
37.83,26.79,4.64,838.66,10,9.22,276.46
23.76,32.53,9.96,103.58,8,7.49,224.66
34.06,75.83,9.99,837.73,6,8.41,252.4
15.46,67.43,4.29,152.75,15,11.29,338.59
18.2,58.29,6.9,82.93,12,9.17,275.19
17.0,53.26,2.9,641.78,6,6.84,205.08
25.01,84.57,3.16,471.94,12,10.76,322.84
1.28,25.09,0.35,907.89,15,9.64,289.07
-3.65,39.64,13.45,363.19,12,8.28,248.33
8.86,44.5,3.16,287.15,9,7.2,215.93
26.71,74.77,3.41,500.73,19,13.79,413.69
4.08,89.48,4.19,455.95,21,13.9,416.93
25.3,36.85,1.91,344.43,2,4.59,137.71
38.65,81.2,9.59,693.74,13,11.75,352.61
-0.77,78.14,1.13,759.56,13,10.03,300.81
25.27,35.73,2.01,852.98,8,8.33,249.79
14.97,47.95,9.67,972.86,13,10.54,316.07
34.07,48.68,5.09,266.66,4,6.21,186.23
2.97,88.48,10.62,716.09,6,6.52,195.65
26.17,32.66,8.36,394.26,6,6.97,209.14
32.72,75.94,3.84,677.08,21,15.23,456.97
37.51,43.39,9.76,475.98,12,10.63,318.81
25.75,71.16,1.74,993.77,12,11.24,337.07
17.37,49.4,8.05,728.9,17,12.42,372.67
22.8,60.49,6.56,952.49,7,8.22,246.71
34.1,78.28,4.02,834.97,15,12.67,380.15
20.68,76.29,9.06,902.9,24,16.29,488.84
-3.63,80.65,13.07,814.42,17,12.44,373.06
36.89,24.17,14.98,459.16,10,8.77,263.15
26.03,68.44,9.12,251.79,23,15.9,476.89
25.44,29.8,6.07,370.32,20,12.94,388.3
4.71,49.11,3.38,20.24,6,5.7,171.04
24.65,58.4,3.86,523.99,9,8.2,245.94
12.72,48.19,7.19,505.06,15,10.84,325.05
24.31,56.37,5.51,525.25,16,12.13,363.91
-0.2,89.76,13.71,974.03,21,14.63,438.83
24.6,29.47,5.52,911.45,8,7.74,232.12
39.97,67.28,5.6,161.71,16,12.64,379.26
-2.83,47.72,5.75,368.88,5,4.67,139.97
38.97,29.31,12.55,423.96,18,13.27,398.2
13.31,31.11,9.76,360.53,20,12.8,384.0
34.18,86.45,9.21,798.5,14,12.58,377.38
30.21,81.57,5.01,524.04,2,5.55,166.62
20.52,83.49,12.27,572.1,23,16.62,498.73
28.23,89.41,0.58,853.01,23,16.57,497.12
34.53,34.58,13.06,805.93,3,5.81,174.31
13.19,44.88,7.69,132.21,14,9.9,296.91
9.72,66.85,5.97,713.91,7,7.58,227.47
25.04,53.87,7.46,435.44,15,11.01,330.31
31.35,49.29,10.01,294.65,17,12.83,384.84
29.3,45.05,0.19,50.02,1,3.97,119.09
30.9,61.56,13.07,487.25,9,8.83,264.76
14.6,60.29,6.7,355.44,22,14.81,444.3
31.8,31.3,5.14,251.51,14,10.49,314.73
0.41,53.02,2.07,694.67,16,10.63,318.95
19.5,58.74,6.59,769.49,21,14.95,448.36
-4.74,59.92,7.44,244.79,13,9.07,272.04
9.61,34.71,6.05,49.45,6,5.8,174.11
11.49,71.96,10.18,848.75,22,15.3,458.93
12.83,21.76,6.31,9.96,1,3.02,90.51
26.3,44.84,14.42,937.11,21,15.42,462.53
12.49,74.61,8.99,627.62,4,5.57,167.06
15.19,59.47,12.11,321.85,3,5.41,162.31
5.69,38.28,1.64,246.48,17,10.96,328.78
11.8,68.65,5.96,9.01,2,3.72,111.6
5.23,59.72,5.05,235.47,19,12.35,370.54
-1.71,75.74,8.54,137.73,20,12.41,372.18
22.16,71.45,12.92,612.17,23,16.27,488.17
25.07,62.71,1.18,166.55,22,14.76,442.68
22.88,54.17,1.09,528.63,8,8.24,247.26
15.86,29.32,12.75,590.12,15,10.54,316.06
12.09,38.29,3.19,298.04,6,5.87,176.11
33.85,49.34,10.03,35.06,23,15.23,456.8
18.36,61.95,8.14,37.25,20,13.55,406.58
16.56,55.96,12.49,26.35,2,4.57,137.13
-3.85,40.17,1.88,739.12,15,10.13,303.87
10.36,20.45,1.95,318.01,20,12.62,378.55
12.11,54.74,8.35,796.3,12,10.1,303.02
12.95,39.99,14.2,431.73,3,4.38,131.46
21.11,71.42,6.22,453.0,10,8.97,269.01
19.01,21.68,4.9,512.88,14,10.23,306.94
22.36,60.94,9.1,713.03,22,15.32,459.64
29.42,85.9,13.96,273.5,14,11.57,347.16
31.58,32.21,12.55,121.59,3,5.27,158.23
27.32,53.02,14.93,556.06,1,4.84,145.13
38.0,26.4,0.34,326.98,20,13.66,409.65
-4.18,63.8,1.69,442.49,1,3.37,101.1
3.81,58.54,9.14,646.95,2,4.19,125.7
-4.66,48.52,12.31,494.13,19,11.63,348.82
24.14,56.5,4.28,620.28,24,15.64,469.3
35.41,82.76,3.59,544.2,10,10.43,313.02
5.96,33.74,11.8,739.8,4,5.53,165.82
36.72,21.58,0.85,705.94,4,6.19,185.61
-2.29,80.32,5.54,534.19,13,9.56,286.7
37.05,60.4,7.59,678.9,9,9.91,297.17
10.82,82.35,8.41,873.56,7,7.98,239.3
-0.44,61.79,10.93,432.27,16,11.32,339.55
16.86,76.71,5.32,412.76,18,13.22,396.47
6.55,50.08,9.19,764.25,3,4.75,142.45
7.82,72.49,8.78,582.55,20,13.67,409.96
8.83,83.91,8.21,71.01,20,13.12,393.7
31.14,60.05,9.61,892.11,10,9.73,291.9
19.26,32.65,3.89,30.78,24,15.04,451.26
9.01,38.82,1.27,748.4,22,14.41,432.22
22.47,33.91,1.79,758.79,16,11.84,355.15
27.23,37.28,3.37,953.11,3,5.63,168.79
7.27,41.45,7.5,54.13,11,7.56,226.74
13.61,58.86,12.61,596.86,10,8.39,251.69
0.48,61.16,10.52,427.84,16,10.87,325.96
3.15,49.85,11.84,330.63,8,6.8,204.13
25.65,63.08,5.26,90.32,9,8.4,252.04
3.16,25.71,6.07,562.65,15,9.42,282.71
18.63,26.15,5.91,479.04,21,14.1,423.01
26.91,32.03,2.88,104.55,3,4.54,136.22
-0.19,56.27,0.92,612.49,4,5.1,153.12
20.53,34.98,8.86,737.95,13,10.26,307.95
6.55,39.83,14.84,767.28,12,8.97,269.0
38.33,48.02,2.5,905.37,21,15.66,469.65
16.76,76.83,0.7,409.47,9,8.51,255.45
31.27,20.97,11.69,953.07,14,11.31,339.43
19.76,65.46,3.79,865.43,19,13.79,413.72
-3.05,66.82,12.44,296.5,7,5.94,178.24
23.49,75.91,10.56,159.28,16,12.32,369.74
37.81,85.29,14.19,435.39,22,16.87,506.06
22.07,21.41,6.13,401.9,20,12.71,381.33
31.86,30.76,9.93,575.72,5,6.35,190.37
34.79,82.03,6.97,583.39,10,10.57,317.25
5.26,52.1,9.46,749.99,18,12.12,363.7
4.54,59.52,6.74,509.89,11,8.78,263.51
22.49,66.41,2.83,104.82,7,7.18,215.32
13.5,67.53,7.62,858.29,14,11.21,336.26
32.79,85.22,7.93,309.76,20,14.81,444.23
35.5,89.79,12.16,971.3,18,14.71,441.21
10.9,70.41,11.03,117.86,11,8.45,253.52
5.66,40.11,9.96,958.25,22,14.59,437.59
30.12,81.58,1.7,91.01,12,10.53,315.78
7.37,23.45,10.81,231.04,18,11.56,346.9
32.02,36.18,7.5,46.58,2,4.74,142.19
14.07,82.82,13.41,705.11,23,15.71,471.33
25.04,37.93,13.8,850.3,1,4.3,128.92
-0.7,35.45,0.83,434.07,23,13.94,418.24
23.07,29.67,12.31,928.52,10,9.04,271.08
15.33,80.14,0.57,590.3,21,14.28,428.5
21.4,55.0,5.51,630.01,1,4.07,122.01
2.56,67.24,8.13,845.42,6,6.13,183.75
28.16,36.73,2.22,296.8,7,6.85,205.65
33.83,73.06,11.19,354.27,17,13.65,409.42
4.75,73.2,0.13,905.95,9,8.53,255.9
-0.69,41.88,2.53,900.96,7,6.68,200.3
-3.94,48.75,8.71,976.48,17,11.94,358.08
23.89,34.68,10.72,901.84,3,6.02,180.57
22.32,88.36,13.75,127.37,16,12.45,373.51
19.6,65.19,10.58,823.72,5,6.64,199.34
5.44,85.42,10.08,409.84,20,13.99,419.71
12.59,41.24,5.92,990.8,18,12.34,370.09
21.75,74.73,0.02,472.28,1,4.32,129.67
17.35,73.61,1.8,553.84,4,5.68,170.43
39.45,68.42,8.02,529.77,23,16.63,498.78
1.14,87.59,10.13,321.74,11,8.76,262.69
26.28,47.55,6.26,75.02,20,13.18,395.46
13.19,29.15,10.96,895.65,9,7.92,237.61
14.27,67.02,7.83,802.68,8,8.47,253.96
27.29,71.05,1.11,139.53,8,8.03,240.87
26.16,60.25,2.88,776.77,5,7.25,217.64
39.61,34.48,12.6,625.85,12,10.37,311.09
0.78,55.31,10.87,409.14,1,3.05,91.42
-0.32,41.85,13.42,254.02,15,10.05,301.61
27.6,49.92,1.76,859.73,18,13.25,397.63
21.03,65.17,14.85,700.19,6,7.66,229.82
7.34,72.17,3.14,547.74,10,8.75,262.4
-1.43,36.26,0.18,609.57,14,9.52,285.6
-1.15,48.37,14.96,91.07,21,13.39,401.77
35.24,38.84,4.22,473.92,8,8.04,241.12
